China,"Enforced in major cities, while rural areas have no ban or no enforcement.",Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Very commonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.sixthtone.com/news/1017048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"While they are not banned at the national level, they face bans in most major municipalities (Guangzhou; Beijing; Shanghai and others), but pilots in Hainan and elsewhere with DiDi Moto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.inatro.gov.mz/wp-content/uploads/2019/08/RTA-2019-BR_35_2019-de-10-de-Maio-Regulamento-de-Transporte-Automovel.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,No national-level legislation. Attempts to ban or regulate at municipal level (especially in Nampula) have not been successful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.spa.gov.sa/en/N2397478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Motorcycle-taxis cannot get a license to offer ""ride services"", and ""unlicensed transport"" face penalties. More information in this link.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,"Yemen has multiple governing authorities; none are known to have explicitly allowed moto-taxis, and they have been prohibited at the municipal level.",Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.nbcnews.com/news/mideast/yemen-officials-seize-motorcycles-combat-al-qaeda-attacks-n230096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Banned in most urban centers but not nation-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,Motorcycle-taxis not present in Uzbekistan.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Very commonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://laws.e-gov.go.jp/law/326AC0000000183/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Commercial passenger transport requires Class 2 license, which excludes motorcycles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.law.go.kr/LSW/lsInfoP.do?lsId=001749#0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"""No automobile other than a commercial automobile (hereinafter referred to as a “privately-owned automobile”) may be provided or leased for transportation for a fee"" in the Passenger Transport Service Act",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,,Written,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://easts.info/on-line/proceedings/vol.12/pdf/PP2543.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,https://easts.info/on-line/proceedings/vol.12/pdf/PP2543.pdf,,,,,,,
,,Notes,"Ridesharing Service Policy, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Motorcycles generally are banned in capital Yangon; no nation-wide law elsewhere.,Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.economist.com/asia/2019/01/19/motorbikes-are-oddly-absent-from-myanmars-biggest-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Indications are that motorcycles are not included in any framework for commercial motorcycle passenger transport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"No such law could be found. Additionally, no law on commercial passenger transport could be found.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,Written,Present,Present,Present,Present,Present,Present,Present,Present,No data,Not present,Present,Present,Present,Present,No data,No data,No data,Present,Present,Present,Present,No data,Present,Not present,Present,Present,Present,Not present,Not present,Present,Present,Not present,Not present,Present,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis ,Ibid.,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 35",Ibid.,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 54","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 54","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 28","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 28",,,Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis ,Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis ,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 30","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 45",,,,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 54",,Ibid.,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 31",,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 31",,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 36","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 36",Ibid.,,,"Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 42","Decreto 8.495 Transporte Publico de Personas en la Modalidad Indiviual Moto Taxis, art. 31",,,Ibid.,
,,Notes,"Venezuela has legislation specifically addressing  public transportation offered by motorcycles, outlined in Decreto 8.495",Motorcycle license required for operation,Cedula de servicio individual,Individual Service ID,Driver and passenger must wear certified helmet,Driver and passenger must wear certified helmet,Reflective jacket with INTT code,Reflective jacket with INTT code,,,As part of the registration process,,Poliza de Responsabilidad Civil,The certification is valid for one year after which the vehicle needs to be re-inspected for the renewal applciation.,,,,Driver and passenger must wear certified helmet,Mentioned throughout the document,Specifies a maximum capacity of 2. ,Transporting any cargo abode 15 kgs. ,,"Passengers must be older than 10, younger than 60, and not pregnant. ",,Carta Aval de Parada Terminal,Carta Aval de Parada Terminal,Carta aval de Parada de Terminal,Not directly included in the motorcycle taxi regulations,,Pago de tasas establecidas por el Instituto Nacional de Transporte Terrestre,Specific restrictions based on road type and capacity,,,"100-250 cc engine, ""mototaxi"" letters on vehicle, motorcycle must have a luggage compartment at the rear. ",
Chile,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. However passenger transportation licenses (Class A) ommits motorcycles.,Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"Ley EAT, Ley Transporte Urbano, Licencia de conductor professional (A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Motorcycles are not consider under the professional driver license class. Chile has specific laws for ridehailing apps with no specific definition of what vehicles are included.I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Ley Nacional de Transito y Seguridad Vial ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Public transportation requires a professional class A license. This classification does not necessarily exclude motorcycles, as it specifies ""all vehicles"", but it appears that it is intended for passenger vehicles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Regulation related to psasenger trasportation. Could not find provincial-level regulation. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"No specific motorcycle/taxi regulation. Taxi and ride-hail vehicles are required to have ""commercial-red"" plates, however it is unclear if motorcycles are able to obtain comercial plates for public transportation operations.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. Belize also does not have any significant ride-hailing infrastructure,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Motor Vehicle and Road Traffic Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,A taxi is classifed as a vehicle with a capacity of less than 6 passengers. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,Moto-taxis present in regional towns; banned from Addis Ababa in 2019.,Written,Fragmented,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,https://chilot.wordpress.com/2021/02/10/road-transport-traffic-control-council-of-ministers-amendment-regulation-no-395-2017/,,,,,,,,,,,,,,,
,,Notes,"Motorcycle-taxis banned in Addis since 2019. Nationwide, there is no overarching legislation; 3W dominant in regional cities, 2W also present but mostly in the south.",,,,,,,,,,,,,,,,,,,"""no driver of a motorcycle may load goods on a compartment other than those allowed to load on; or carry more than one passenger.""",,,,,,,,,,,,,,,
Sudan,"Currently disrupted by war. No known motorcycle-taxis, only ""rickshaws"" (3W).",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.aljazeera.net/misc/2011/1/13/%D8%A7%D9%84%D8%B1%D9%83%D8%B4%D8%A9-%D8%AA%D8%BA%D8%B2%D9%88-%D8%B4%D9%88%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%AE%D8%B1%D8%B7%D9%88%D9%85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Rickshaws common in Khartoum before the war.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,Moto-taxis not believed to be numerous. New legislation for ride-hailing in the works; no known mention of motorcycle taxis.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.joradp.dz/FTP/jo-francais/2016/F2016013.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"DÈcret exÈcutif n∞ 16-82 1er mars 2016 sets out taxi rules, but only refers to ""appropriate vehicles"" - does not specify which are appropriate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,"Online moto-taxis present as of recent in Tangiers. However, Interior Minister stated that usage of private vehicles (including motorcycles) for commercial passenger use is illegal.",Written,Prohibited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"https://en.bladi.net/morocco-cracks-down-illegal-motorcycle-taxi-services-major-cities,109378.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Motorcycle-taxis have recently appeared in Tangiers; however, private vehicle usage (including motorcycles) for commercial purposes is illegal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,"Moto-taxis present, legalized and regulated under 2022 Presidential Decree. Authorization works around a stop model. ",Written,Present,Present,Present,Present,Present,Present,Present,Present,Not present,Present,Present,Not present,Not present,Present,Not present,Not present,Not present,Present,Present,Fragmented,Present,Not present,Present,Present,Not present,Not present,Present,Not present,Not present,Mixed status,Present,Not present,Not present,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://files.lex.ao/presidente-da-republica/2022/decreto-presidencial-n-o-123-22-de-30-de-maio/download/decreto-presidencial-n-o-123-22-de-30-de-maio_presidente-da-republica_lex-ao.pdf,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,"Decreto Presidencial n.º 123/22 de 30 de maio de 2022, artigo 10",,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,,,Novo Codigo de Estrada de Angola,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Novo Codigo de Estrada de Angola,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,Novo Codigo de Estrada de Angola,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,,,,
,,Notes,Decreto Presidencial n.º 123/22 de 30 de maio de 2022,Carteira Proffisional de Moto-Taxista requires a driver's license. ,"The mandate defines ""Carteira Proffisional de Moto-Taxista"" as the document that allows a driver to operate as a moto-taxi, valid for 5 years.",Required as part of the vehicle licensing process.,"""The moto-taxista must wear a helmet with the charcteristics in appendix IV""",,Added in appendix IV.,"""MOTOTAXi"" and the vehicle license number must be printed on the side of the motorcycle's fuel tank. ",,The candidate must complete a training course. ,The activity can only be perfromed in vehicles properly licensed by the Local Administratrive Authority reposible for tranportation matters. ,,,Required duting initial registration,,,,"Passengers and drivers are required to wear an approved helmet, propperly adjusted and fastened",Hygiene and standard if service. ,Not addressed directly. ,"""Do not transport passengers o cargo above the rated vehicle capacity.""",,"It is prohibited to carry passengers under 7 years of age, unless the vehicle is equipped with a rigid enclosure (not solely for cargo transport). ",Authorization is given for a specific stop.,,,"Local Transit Authorities define stops, allocation of motorcycles, and ultimately the authorization of drivers.",,,"Licensing fees, etc. ",Gives local authorities the power to define operation zones.,,,,
Ivory Coast,"Appeared since 2002; only minor presence in Abidjan, most common in the countryside.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.scribd.com/document/925975023/motorbike-taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,No law on the books either way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,"No national-level legislation, but the capital Antananarivo voted to allow them to operate in 2023.",Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://midi-madagasikara.mg/taxis-moto-linformel-inonde-le-secteur-le-processus-de-formalisation-se-poursuit/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Not mentioned in the Code de la Route; but in 2023, the Antananarivo City Council voted to allow them. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Nothing can be found; online motorcycle parcel service is available with Snapp. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart Passenger Service Provider Guidelines,,,,,,,
,,Notes,Motorcycle-taxis not believed to be present in Iran.,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online taxi regulated here; no mention of motorcycle-taxi, but motorcycle couriers are present.",,,,,,,
Turkey,Little is available. No implicit or explicit rejection of motorcycle usage for taxi services can be found.,Written,Not present,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.mevzuat.gov.tr/mevzuat?MevzuatNo=2918&MevzuatTur=1&MevzuatTertip=5,,,,,,,,,,,,,,,,,,,https://www.mevzuat.gov.tr/mevzuat?MevzuatNo=2918&MevzuatTur=1&MevzuatTertip=5,,,,,,,,,,,,,,,
,,Notes,Motorcycle-taxis not present. Taxis regulated at municipal level. National legislation does not seem to clarify which vehicle types can be taxis.,,,,,,,,,,,,,,,,,,,"""Bicycle, motorbike, and motorcycle without sidecar drivers are prohibited from carrying other persons unless there is sufficient seating behind the driver, and from carrying loads exceeding the limit specified in the regulations.""",,,,,,,,,,,,,,,
Afghanistan,"Banned the use of private vehicles as taxis in 2025 and banned motorcycles in Kabul in 2020/1, but unclear current status.",Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.arabnews.com/node/1659376/world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Motorcycle-taxis not present; shared taxis dominant form of transport in Kabul. Motorcycles banned in Kabul in 2020/21; current status unclear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,High personal moto use means moto-taxis slower to evolve; now banned in two biggest cities but the ban is not well enforced.,Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://academiedepolice.bf/index.php/telechargement/category/36-securite-des-transports?download=90:le-decret-portant-conditions-et-modalites-d-exploitation-a-titre-onereux-et-pour-compte-propre-des-velomoteurs-motocyclettes-tricycles-et-quadricycles-a-moteur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"IN 2012, they were banned in Ouagadougou and Bobo Dioulasso. Otherwise regulated by the same legislation (Decret 2012-559).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Regulated in Bamako by Arrete N 067/M-DB (Dec 31 2020) as a result of Teliman. No national status.,Written,Fragmented,Present,,,,,,Present,,,Present,,Present,,,,,,,,Present,,,,,,,,,,Present,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://amap.ml/regulation-du-secteur-des-motos-taxis-le-delai-de-grace-prend-fin-le-30-avril/,,,,,,,https://maliactu.net/mali-larrete-du-maire-du-district-au-sujet-des-motos-taxis-obligation-de-carte-grise-plaque-dimmatriculation-couleur-jaune-limitation-de-vitesse/,,,https://maliactu.net/mali-larrete-du-maire-du-district-au-sujet-des-motos-taxis-obligation-de-carte-grise-plaque-dimmatriculation-couleur-jaune-limitation-de-vitesse/,,https://maliactu.net/mali-larrete-du-maire-du-district-au-sujet-des-motos-taxis-obligation-de-carte-grise-plaque-dimmatriculation-couleur-jaune-limitation-de-vitesse/,,,,,,,,https://maliactu.net/mali-larrete-du-maire-du-district-au-sujet-des-motos-taxis-obligation-de-carte-grise-plaque-dimmatriculation-couleur-jaune-limitation-de-vitesse/,,,,,,,,,,https://maliactu.net/mali-larrete-du-maire-du-district-au-sujet-des-motos-taxis-obligation-de-carte-grise-plaque-dimmatriculation-couleur-jaune-limitation-de-vitesse/,,,,
,,Notes,No national policy; Bamako alone has regulation for moto-taxis,,,,,,,"""'To have an identification number affixed to a plate. This number will be in black on a yellow background, fixed to the front of the motorcycle and assigned by the Bamako District Town Hall""",,,A requirement of the Bamako Arret,,,,,,,,,,"Any load that ""doesn't conform to the rules for motorcycle-taxis"" is not allowed - but unclear what the rules are.",,,,,,,,,,"You can't park it seems? ""Il est interdit aux motos-taxis de ne pas stationner ou d’attendre  sur la chaussée en quête de clients ou pour tous autres motifs.""",,,,
Niger,Present in some cities; largely unregulated.,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Rarely / Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,"https://www.scribd.com/document/623261551/Code-de-la-route#content=query:motocycle,pageNum:5,indexOnPage:0,bestMatch:false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Moto-taxis not explicitly mentioned in the Code de la Route (2014).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,"Present through much (but not all) of the country, recently entering Dakar, where the 2012 ban is not enforced, shifting to tacit acceptance and control, yet without a standalone regulatory framework",Written,Fragmented,Present,Not present,No data,Present,No data,No data,No data,Present,Not present,Present,,Present,No data,,Present,,Present,Present,Present,No data,No data,Present,No data,,No data,No data,No data,No data,No data,Present,No data,,,
,,Enforced,Sometimes,,,,,,,,,,Sometimes,,,,,,,Sometimes,,,,,,,,,,,,,,,,,
,,Source,https://actusen.sn/gratuite-de-limmatriculation-des-deux-roues-149-048-dossiers-enroles-dont-124-248-valides/,"Requirement as per traffic regulations (Article 94, category A for motos with engine capacity over 125cc)",,,Yes (traffic laws),,,,,,Traffic laws + Circulaire primatorale numéro 000015/PM/CAB/CT Infrastructure du 13 décembre 2024,License plate mandated by traffic laws (ARTICLE L6) but seemingly not specific to commercial activities,"Part of the requirement to register a vehicle (traffuc laws, article L9)",,,,,Requirement as per traffic laws (ARTICLE D28). ,,"Article D27: prohibited to transport ""more than 2 passengers""",,,"Traffic laws, ARTICLE D27 prohibiting the transport of children below 5 years without specific seats",,,,,,,,,,,,
,,Notes,"No standalone legislation on motos as a commercial mode; rather, use of the general traffic laws to enforce basic rules (logbook, helmet, parking restrictions in public space etc.)
In Dakar specifically: shift from a ban in 2012 (arrêté n°008903 du 29 Octobre 2012), reiterated in 2022, to a mixed approach in 2025 attempting to increase registration (logbook free of charge) while increasing controls of the respect of traffic rules (helmets, spatial uset etc.)",,"I did not find any reference to this, and would assume it does not exist",No information found,"Ambiguity: Article D28 only mentions it for ""passengers"", but 1) the police controls from time to time helmets for drivers and passengers, e.g. seemingly increase in controls in 2025 2) media indicates it is a requirement as per traffic laws",Lack of access to certified helmets criticised by drivers in Tivouane,No information found,No information found,No information found,"Likely not, requested by drivers in Tivouane",Attempt to increase the number of registrations in 2025 with a 5 month period (3+2) where the logbook was free of charge. Claimed increase of the number of registrations by seven (124 248 applications approved over total of 149 048),,"Pilot of Islamic insurance policy in Kaolack in 2025, could be extended to the rest of the country",Unclear,No information found,"Summaries of incentives found in the media, including no VAT or customs duties on 100% electric vehicles, but not the legal basis",Unclear,,"Seemingly more frequent control in 2025 e.g. not driving on sidewalks or using traffic islands, respect of traffic lights, roundabouts, stops, traffic direction","Notion of ""passengers"" not very clear; feeling in the media that it might include the driver in some understanding of the traffic regulations. To be clarified",,No information found,,No information found,,"Existence of local unions, but not much details, likely not in regulation",No information found,No information found,No information found,No information found,Moto taxis prohibited to wait on sidewalks; shall wait at the edge of the sidewalk (Article D19). Police controls mentioned especially at roundabouts,No information found,,,
Guinea,"Banned in Conakry in 2012, they continued to operate and were legalized everywhere except downtown Conakry (Kaloum) in 2023. Note that the complete legal document was not found",Written,Present,Present,No data,No data,Present,Present,Present,Present,No data,No data,Present,No data,No data,No data,No data,No data,No data,Present,No data,Present,Present,No data,No data,No data,No data,No data,No data,No data,No data,No data,Present,No data,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Arrete A/2023/1092/MT/CAB/SGG du 27 Mars 2023.,Decree 861,,,Decree 857 of March 26 2010,Decree 857 of March 26 2010,Decree 861,Decree 861,,,Arrêté A/2023/1092 communiqué (2023 ,,,,,,,Decree 857 of March 26 2010,,Decree 861,Decree 861,,,,,,,,,,"Decree 861, article 2",,,,
,,Notes,Allowed everywhere except Kaloum (downtown Conakry).,A1 or A license required. ,,,Approved motorcycle helmet must be worn by passenger and driver,Approved motorcycle helmet must be worn by passenger and driver,A light green reflective vest is required for operation. ,A registration number with a red background and white characers on the rear of the motorcycle,,,Vehicle registration required for operation issued by DNTT,,,,,,,Approved motorcycle helmet must be worn by passenger and driver,,Limited to one passenger,Limited to one passenger,,,,,,,,,,"Motorcycle taxis are prohibited in the special zone of Conakry, and exclusively reserved for lacalities in the interior. ",,,,
Sierra Leone,"Explicitly regulated in the Road Traffic Act, 2007.",Written,Present,Present,Present,Fragmented,Present,Present,Present,Present,Not present,Not present,Present,Fragmented,Present,Present,No data,No data,No data,Present,Fragmented,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,No data,Not present,Present,Present,Present,Not present,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.sierra-leone.org/Laws/2007-5p.pdf,"Road Trafic Act, art. 16","Road Trafic Act, art. 77",,"Road Trafic Act, art. 114","Road Trafic Act, art. 114","Road Trafic Act, art. 79","Road Traffic Act, art. 126",,,"Road Traffic Act, art. 2",,"Road Traffic Act, art. 92","Road Traffic Act, art. 141, 56, 76",,,,"Road Trafic Act, art. 114",,"Road Trafic Act, art. 45, 122","Road Trafic Act, art. 114",,,,,,,The Sierra Leone Public Transport Authority Act,,"Road Traffic Act, at. 126","Road Traffic Act, at. 143","Road Traffic Act, at. 143",,,
